load_demand,solar_yield,export_price
58.89,0.0,0.0963
40.79,0.0,0.0623
47.19,0.0,0.0728
49.65,0.0,0.1436
51.73,0.0,0.1074
47.34,0.0,0.0873
99.97,0.0,0.0779
140.1,0.0,0.0288
168.6,0.0,0.064
165.84,0.0,0.0937
165.2,0.0,0.0628
178.28,0.0,0.087
164.68,0.0,0.0577
158.31,0.0,0.0608
159.5,0.0,0.1502
175.34,0.0,0.1512
159.08,0.0,0.1
126.81,0.0,0.0858
90.82,0.0,0.0837
36.54,0.0,0.118
51.46,0.0,0.1557
47.4,0.0,0.0878
34.74,0.0,0.1071
51.56,0.0,0.1022
53.17,0.0,0.1353
51.48,0.0,0.0955
54.03,0.0,0.0484
52.06,0.0,0.0973
55.84,0.0,0.0786
42.43,0.0,0.0495
78.83,0.0,0.0956
120.71,0.0,0.0606
163.5,0.0,0.0775
186.18,0.0,0.0748
163.57,0.0,0.0669
165.83,0.0,0.0582
168.13,0.0,0.0973
167.15,0.0,0.058
184.52,0.0,0.1169
156.2,0.0,0.0771
187.48,0.0,0.0735
131.16,0.0,0.1408
97.69,0.0,0.1101
50.16,0.0,0.0609
56.52,0.0,0.1075
42.45,0.0,0.1211
39.16,0.0,0.1186
70.74,0.0,0.0796
65.31,0.0,0.0783
41.57,0.0,0.093
55.73,0.0,0.1097
59.26,0.0,0.0461
55.28,0.0,0.0434
48.33,0.0,0.1059
94.2,0.0,0.1001
111.5,0.0,0.0454
126.58,0.0,0.0599
130.9,0.0,0.1243
125.44,0.0,0.0968
133.14,0.0,0.0777
132.88,0.0,0.1123
140.04,0.0,0.0769
139.93,0.0,0.0981
137.11,0.0,0.0912
136.89,0.0,0.1208
114.35,0.0,0.1238
76.19,0.0,0.1138
30.86,0.0,0.1215
66.89,0.0,0.1367
42.71,0.0,0.1179
55.56,0.0,0.1087
47.28,0.0,0.1101
61.18,0.0,0.1249
42.31,0.0,0.0663
44.31,0.0,0.0946
46.02,0.0,0.0322
54.43,0.0,0.0682
51.78,0.0,0.1192
82.52,0.0,0.0503
107.01,0.0,0.0286
141.46,0.0,0.0465
141.59,0.0,0.0899
146.12,0.0,0.072
136.75,0.0,0.0543
136.71,0.0,0.1144
148.14,0.0,0.1001
143.58,0.0,0.0657
138.15,0.0,0.0939
122.84,0.0,0.1569
92.53,0.0,0.099
82.9,0.0,0.0664
55.23,0.0,0.1212
44.22,0.0,0.1183
52.83,0.0,0.1401
42.69,0.0,0.0938
54.58,0.0,0.1109
54.79,0.0,0.1012
54.73,0.0,0.0897
52.68,0.0,0.0928
47.65,0.0,0.0949
48.31,0.0,0.0895
59.27,0.0,0.0955
93.32,0.0,0.0136
133.9,0.0,0.0325
170.69,0.0,0.0759
175.21,0.0,0.0755
177.67,0.0,0.0503
164.98,0.0,0.0715
174.74,0.0,0.064
168.19,0.0,0.1046
172.51,0.0,0.0728
176.68,0.0,0.1052
158.39,0.0,0.1296
121.33,0.0,0.0854
84.72,0.0,0.0757
44.16,0.0,0.0908
48.7,0.0,0.0874
63.54,0.0,0.1082
59.43,0.0,0.0615
45.36,0.0,0.1405
56.95,0.0,0.0641
49.65,0.0,0.0566
52.75,0.0,0.0867
42.15,0.0,0.0773
39.43,0.0,0.1105
55.86,0.0,0.0662
90.26,0.0,0.0639
134.18,0.0,0.0865
182.75,0.0,0.0947
168.09,0.0,0.0244
168.16,0.0,0.0778
184.15,0.0,0.1342
170.14,0.0,0.0696
163.57,0.0,0.0941
175.89,0.0,0.121
168.1,0.0,0.1125
163.42,0.0,0.0782
130.72,0.0,0.106
96.61,0.0,0.0787
40.73,0.0,0.0836
40.54,0.0,0.1374
49.36,0.0,0.1291
41.2,0.0,0.1491
39.79,0.0,0.1239
50.05,0.0,0.0924
58.85,0.0,0.0654
56.3,0.0,0.1205
49.14,0.0,0.0964
60.26,0.0,0.0966
63.88,0.0,0.0878
93.93,0.0,0.1011
127.07,0.0,0.0327
182.5,0.0,0.0411
182.15,0.0,0.0517
172.03,0.0,0.0857
179.78,0.0,0.0693
163.75,0.0,0.1138
153.46,0.0,0.0904
162.23,0.0,0.1539
171.65,0.0,0.1436
169.41,0.0,0.1084
137.69,0.0,0.0741
78.11,0.0,0.1273
38.27,0.0,0.0829
56.1,0.0,0.0857
38.51,0.0,0.0982
47.83,0.0,0.0946
50.2,0.0,0.115
44.8,0.0,0.1046
54.62,0.0,0.066
33.51,0.0,0.0786
64.66,0.0,0.0472
47.36,0.0,0.0871
48.64,0.0,0.0274
111.55,0.0,0.066
119.12,0.0,0.0551
161.64,0.0,0.0855
181.24,0.0,0.0537
157.55,0.0,0.0558
173.96,0.0,0.0911
165.15,0.0,0.0973
157.07,0.0,0.0651
174.21,0.0,0.1111
174.45,0.0,0.1626
170.01,0.0,0.0936
146.55,0.0,0.0778
83.83,0.0,0.1119
56.93,0.0,0.0767
52.62,0.0,0.1041
57.77,0.0,0.0959
45.97,0.0,0.1227
38.92,0.0,0.0577
44.54,0.0,0.0573
49.49,0.0,0.1012
55.45,0.0,0.1
50.14,0.0,0.028
51.72,0.0,0.1155
63.8,0.0,0.0962
89.81,0.0,0.0555
125.74,0.0,0.074
173.52,0.0,0.023
156.27,0.0,0.0919
156.26,0.0,0.0563
168.93,0.0,0.0727
162.54,0.0,0.0837
165.13,0.0,0.1218
177.48,0.0,0.1085
174.21,0.0,0.0926
169.38,0.0,0.091
130.66,0.0,0.1146
86.6,0.0,0.1088
56.79,0.0,0.1056
56.34,0.0,0.1111
57.93,0.0,0.1022
57.56,0.0,0.0666
50.43,0.0,0.1006
44.41,0.0,0.0967
48.66,0.0,0.0954
50.93,0.0,0.0618
44.61,0.0,0.0621
63.04,0.0,0.1189
63.08,0.0,0.0562
77.04,0.0,0.0855
114.25,0.0,0.0521
138.48,0.0,0.0255
130.03,0.0,0.0721
137.3,0.0,0.0932
127.81,0.0,0.0737
126.96,0.0,0.037
137.82,0.0,0.0362
137.91,0.0,0.1261
155.55,0.0,0.1017
132.76,0.0,0.1214
101.77,0.0,0.1152
85.38,0.0,0.0826
49.8,0.0,0.1057
44.82,0.0,0.0689
45.31,0.0,0.133
48.56,0.0,0.1142
58.44,0.0,0.121
53.45,0.0,0.1299
43.33,0.0,0.0836
64.68,0.0,0.0687
42.74,0.0,0.0798
44.1,0.0,0.11
59.34,0.0,0.036
89.98,0.0,0.0737
108.83,0.0,0.0926
123.68,0.0,0.0808
134.78,0.0,0.102
123.06,0.0,0.0399
153.88,0.0,0.1096
136.3,0.0,0.0717
140.41,0.0,0.0401
131.04,0.0,0.0895
148.45,0.0,0.0815
129.98,0.0,0.1025
99.13,0.0,0.0718
80.44,0.0,0.1087
57.04,0.0,0.0981
67.03,0.0,0.1615
62.91,0.0,0.1141
59.56,0.0,0.1123
44.52,0.0,0.0972
44.35,0.0,0.1292
42.98,0.0,0.105
48.79,0.0,0.1255
34.69,0.0,0.1092
60.92,0.0,0.0691
41.8,0.0,0.0938
80.82,0.0,0.0939
126.75,0.0,0.0965
159.26,0.0,0.0836
175.15,0.0,0.042
162.27,0.0,0.078
174.01,0.0,0.0856
177.4,0.0,0.0895
165.61,0.0,0.1215
164.26,0.0,0.082
163.58,0.0,0.1063
161.34,0.0,0.1053
126.64,0.0,0.1273
90.54,0.0,0.1574
38.94,0.0,0.1284
44.86,0.0,0.1261
51.26,0.0,0.0847
50.28,0.0,0.0684
28.66,0.0,0.1096
55.07,0.0,0.0938
59.91,0.0,0.1048
45.42,0.0,0.0727
36.12,0.0,0.1183
43.88,0.0,0.0492
43.65,0.0,0.071
99.6,0.0,0.0641
121.25,0.0,0.1007
167.14,0.0,0.0682
183.43,0.0,0.0615
171.29,0.0,0.0811
171.56,0.0,0.0635
169.19,0.0,0.0875
177.82,0.0,0.09
173.23,0.0,0.1707
184.83,0.0,0.0917
185.7,0.0,0.1052
132.51,0.0,0.116
89.7,0.0,0.1194
51.31,0.0,0.1393
45.47,0.0,0.1606
51.07,0.0,0.0905
38.46,0.0,0.1184
44.3,0.0,0.0995
56.29,0.0,0.1071
54.3,0.0,0.1214
48.98,0.0,0.1291
53.35,0.0,0.1055
62.05,0.0,0.0874
46.92,0.0,0.102
78.52,0.0,0.0533
135.02,0.0,0.0555
174.29,0.0,0.0785
176.08,0.0,0.1054
160.42,0.0,0.0721
158.0,0.0,0.0789
172.12,0.0,0.0389
171.56,0.0,0.1533
167.14,0.0,0.0931
181.57,0.0,0.0351
169.92,0.0,0.1119
139.85,0.0,0.1228
97.03,0.0,0.1072
41.28,0.0,0.0909
42.9,0.0,0.1354
39.74,0.0,0.1305
53.45,0.0,0.1209
50.78,0.0,0.0849
60.8,0.0,0.084
54.76,0.0,0.0852
39.62,0.0,0.0785
46.3,0.0,0.0996
33.12,0.0,0.07
52.35,0.0,0.0529
112.33,0.0,0.0853
131.05,0.0,0.1334
171.61,0.0,0.055
169.86,0.0,0.0589
172.85,0.0,0.0768
168.75,0.0,0.1029
174.94,0.0,0.103
163.82,0.0,0.091
164.15,0.0,0.0883
159.66,0.0,0.1565
169.74,0.0,0.1367
121.15,0.0,0.1547
101.62,0.0,0.1309
46.55,0.0,0.1117
34.25,0.0,0.1233
40.92,0.0,0.1565
51.08,0.0,0.121
55.22,0.0,0.0614
52.83,0.0,0.1346
43.42,0.0,0.1318
45.43,0.0,0.1201
44.49,0.0,0.0508
54.53,0.0,0.0899
50.93,0.0,0.1027
86.42,0.0,0.0754
124.72,0.0,0.0839
165.82,0.0,0.089
170.07,0.0,0.0564
180.73,0.0,0.092
171.49,0.0,0.0597
167.31,0.0,0.0866
166.68,0.0,0.0799
183.62,0.0,0.1214
176.6,0.0,0.1211
177.83,0.0,0.1227
135.98,0.0,0.1187
89.6,0.0,0.1246
59.58,0.0,0.1646
38.26,0.0,0.1468
62.41,0.0,0.0876
55.94,0.0,0.0951
53.89,0.0,0.0995
43.94,0.0,0.0938
57.45,0.0,0.074
59.16,0.0,0.1042
44.36,0.0,0.0832
44.61,0.0,0.086
41.73,0.0,0.0346
82.38,0.0,0.0361
105.21,0.0,0.0612
150.98,0.0,0.0906
121.73,0.0,0.0893
127.04,0.0,0.1057
134.1,0.0,0.0672
139.32,0.0,0.1067
138.96,0.0,0.133
134.68,0.0,0.123
136.82,0.0,0.0724
134.95,0.0,0.1365
114.39,0.0,0.1202
73.55,0.0,0.1254
46.46,0.0,0.1771
55.52,0.0,0.1202
62.58,0.0,0.1278
44.93,0.0,0.1112
51.93,0.0,0.099
46.97,0.0,0.1093
54.44,0.0,0.0841
36.87,0.0,0.0935
47.23,0.0,0.0775
45.41,0.0,0.0289
47.26,0.0,0.0654
57.69,0.0,0.0996
122.2,0.0,0.088
114.05,0.0,0.0699
137.81,0.0,0.0802
123.65,0.0,0.0608
124.04,0.0,0.0676
135.1,0.0,0.09
139.53,0.0,0.0896
125.4,0.0,0.0814
125.14,0.0,0.1034
123.64,0.0,0.0814
107.72,0.0,0.1517
69.62,0.0,0.1367
60.31,0.0,0.0607
40.77,0.0,0.1353
54.33,0.0,0.103
62.36,0.0,0.0955
50.55,0.0,0.1242
35.68,0.0,0.097
53.2,0.0,0.0857
48.03,0.0,0.057
49.67,0.0,0.1083
62.69,0.0,0.1071
50.41,0.0,0.0821
94.11,0.0,0.0469
124.7,0.0,0.0829
167.76,0.0,0.0921
178.99,0.0,0.0774
171.09,0.0,0.1033
172.28,0.0,0.0896
178.01,0.0,0.0978
183.04,0.0,0.1324
160.75,0.0,0.0882
166.07,0.0,0.0662
181.66,0.0,0.1053
145.94,0.0,0.0986
87.9,0.0,0.0791
52.17,0.0,0.1309
52.81,0.0,0.1147
51.87,0.0,0.0672
51.98,0.0,0.1482
60.92,0.0,0.0875
35.59,0.0,0.0855
44.76,0.0,0.1192
55.11,0.0,0.1012
46.03,0.0,0.113
52.29,0.0,0.027
58.69,0.0,0.0712
102.8,0.0,0.0797
132.22,0.0,0.1082
181.92,0.0,0.0552
171.13,0.0,0.0698
167.57,0.0,0.0851
157.66,0.0,0.1047
161.97,0.0,0.0628
170.04,0.0,0.116
170.21,0.0,0.0861
171.84,0.0,0.1151
184.69,0.0,0.105
136.01,0.0,0.1199
96.44,0.0,0.1203
64.62,0.0,0.1476
47.15,0.0,0.1091
45.93,0.0,0.1054
59.78,0.0,0.1365
53.89,0.0,0.141
49.65,0.0,0.0913
49.52,0.0,0.1133
48.62,0.0,0.0695
49.19,0.0,0.1034
49.98,0.0,0.1048
47.62,0.0,0.0718
94.44,0.0,0.1044
135.97,0.0,0.0694
165.48,0.0,0.0773
177.22,0.0,0.0884
159.83,0.0,0.0578
174.03,0.0,0.052
174.43,0.0,0.0978
169.33,0.0,0.0774
170.46,0.0,0.0706
168.13,0.0,0.1252
165.94,0.0,0.148
130.0,0.0,0.1347
85.63,0.0,0.0857
59.12,0.0,0.1204
33.18,0.0,0.1076
48.92,0.0,0.092
34.79,0.0,0.1123
41.49,0.0,0.1046
45.39,0.0,0.0956
60.72,0.0,0.121
59.23,0.0,0.1236
50.58,0.0,0.0782
50.51,0.0,0.0777
58.3,0.0,0.0728
99.05,0.0,0.0898
125.4,0.0,0.0846
175.38,0.0,0.0592
162.35,0.0,0.0757
166.88,0.0,0.0447
174.75,0.0,0.047
164.74,0.0,0.0616
167.16,0.0,0.09
156.73,0.0,0.1167
173.61,0.0,0.0867
162.94,0.0,0.1073
123.43,0.0,0.1191
100.84,0.0,0.154
44.5,0.0,0.1177
56.02,0.0,0.1181
58.79,0.0,0.0985
57.34,0.0,0.1563
48.01,0.0,0.1257
46.58,0.0,0.074
42.69,0.0,0.134
35.91,0.0,0.1093
56.18,0.0,0.0924
55.42,0.0,0.0989
53.82,0.0,0.1076
67.29,0.0,0.0584
128.58,0.0,0.0668
175.04,0.0,0.0763
180.29,0.0,0.0482
172.39,0.0,0.1007
171.55,0.0,0.0797
164.57,0.0,0.0817
173.03,0.0,0.0805
168.11,0.0,0.1009
164.17,0.0,0.1105
160.74,0.0,0.1356
122.43,0.0,0.1395
92.6,0.0,0.0875
38.9,0.0,0.1281
47.65,0.0,0.1466
60.46,0.0,0.1083
38.53,0.0,0.1065
53.59,0.0,0.0969
54.38,0.0,0.1155
47.67,0.0,0.104
54.98,0.0,0.1162
48.5,0.0,0.0841
56.36,0.0,0.1142
41.46,0.0,0.0945
93.11,0.0,0.1069
117.5,0.0,0.0619
116.16,0.0,0.1167
143.38,0.0,0.0656
129.38,0.0,0.07
145.46,0.0,0.077
142.07,0.0,0.0792
125.3,0.0,0.1442
138.6,0.0,0.1151
128.39,0.0,0.1192
138.3,0.0,0.0637
106.37,0.0,0.1463
72.16,0.0,0.0902
39.3,0.0,0.1159
51.84,0.0,0.0986
53.71,0.0,0.1202
48.74,0.0,0.1493
43.81,0.0,0.0831
46.13,0.0,0.0843
41.23,0.0,0.1006
55.89,0.0,0.1312
32.73,0.0,0.0765
57.61,0.0,0.0651
49.39,0.0,0.0839
82.17,0.0,0.078
110.96,0.0,0.0515
134.94,0.0,0.0676
130.88,0.0,0.0306
142.85,0.0,0.0822
120.28,0.0,0.056
144.41,0.0,0.1536
125.01,0.0,0.111
131.4,0.0,0.1086
145.45,0.0,0.1203
151.84,0.0,0.099
107.46,0.0,0.1109
67.16,0.0,0.1291
56.83,0.0,0.0927
49.69,0.0,0.1335
41.5,0.0,0.1671
51.75,0.0,0.0742
39.52,0.0,0.1207
51.56,0.0,0.0821
42.64,0.0,0.1146
34.26,0.0,0.1006
36.71,0.0,0.1343
45.14,0.0,0.1257
54.01,0.0,0.0438
100.03,0.0,0.0971
141.42,0.0,0.096
157.9,0.0,0.1078
168.2,0.0,0.0918
165.12,0.0,0.0981
169.15,0.0,0.0615
181.28,0.0,0.1027
171.29,0.0,0.0919
176.94,0.0,0.1196
187.69,0.0,0.105
157.48,0.0,0.1227
126.2,0.0,0.1301
94.57,0.0,0.1325
52.13,0.0,0.0988
58.39,0.0,0.1771
46.93,0.0,0.121
51.65,0.0,0.1273
43.95,0.0,0.1091
58.51,0.0,0.0751
50.34,0.0,0.1172
61.23,0.0,0.0991
61.29,0.0,0.1098
39.75,0.0,0.0668
62.52,0.0,0.072
97.45,0.0,0.085
128.75,0.0,0.0788
176.73,0.0,0.0711
165.94,0.0,0.087
180.89,0.0,0.1192
170.79,0.0,0.099
177.1,0.0,0.1217
164.95,0.0,0.0934
172.25,0.0,0.1041
177.09,0.0,0.1137
172.46,0.0,0.1006
134.49,0.0,0.1212
83.92,0.0,0.1561
52.44,0.0,0.1612
43.96,0.0,0.1513
49.85,0.0,0.1226
46.06,0.0,0.0938
48.36,0.0,0.169
35.99,0.0,0.0902
50.21,0.0,0.1359
49.14,0.0,0.1018
37.88,0.0,0.062
52.73,0.0,0.0466
56.61,0.0,0.1153
92.52,0.0,0.0641
136.29,0.0,0.0463
165.78,0.0,0.0718
168.3,0.0,0.0804
170.59,0.0,0.093
171.17,0.0,0.0958
151.2,0.0,0.0743
162.63,0.0,0.0979
178.02,0.0,0.1459
163.74,0.0,0.0815
168.02,0.0,0.1237
129.58,0.0,0.0888
79.28,0.0,0.1069
62.64,0.0,0.1461
49.75,0.0,0.0663
43.15,0.0,0.1676
55.19,0.0,0.0796
47.63,0.0,0.0578
50.47,0.0,0.1037
61.27,0.0,0.0873
45.67,0.0,0.0774
59.14,0.0,0.1041
47.26,0.0,0.0608
50.55,0.0,0.095
92.43,0.0,0.0994
127.24,0.0,0.0437
161.87,0.0,0.1044
173.63,0.0,0.1001
178.97,0.0,0.1227
175.01,0.0,0.0882
174.78,0.0,0.072
166.34,0.0,0.1294
175.51,0.0,0.1044
172.87,0.0,0.1536
176.9,0.0,0.1299
130.79,0.0,0.1147
94.77,0.0,0.0953
46.13,0.0,0.1154
55.56,0.0,0.1408
39.92,0.0,0.0777
47.32,0.0,0.1021
44.42,0.0,0.0679
78.05,0.0,0.0774
55.22,0.0,0.083
41.33,0.0,0.0863
39.06,0.0,0.0971
36.03,0.0,0.1017
40.88,0.0,0.1155
83.21,0.0,0.119
122.2,0.0,0.1079
166.26,0.0,0.0694
176.68,0.0,0.0868
168.41,0.0,0.0701
175.7,0.0,0.0945
161.48,0.0,0.0891
166.94,0.0,0.0697
162.5,0.0,0.1397
173.54,0.0,0.151
168.55,0.0,0.0934
144.18,0.0,0.1286
84.64,0.0,0.0997
41.68,0.0,0.1163
52.37,0.0,0.1043
48.59,0.0,0.0999
54.02,0.0,0.1171
49.51,0.0,0.0631
48.87,0.0,0.0905
44.66,0.0,0.1988
47.84,0.0,0.0547
37.76,0.0,0.0789
59.58,0.0,0.0915
60.16,0.0,0.0766
85.5,0.0,0.06
102.34,0.0,0.1026
128.97,0.0,0.0829
137.99,0.0,0.0655
126.39,0.0,0.1057
143.09,0.0,0.0753
114.95,0.0,0.0714
130.38,0.0,0.1131
125.48,0.0,0.0709
143.98,0.0,0.1524
142.59,0.0,0.1505
110.51,0.0,0.1294
93.33,0.0,0.1032
50.08,0.0,0.0917
55.05,0.0,0.0534
37.22,0.0,0.1562
47.44,0.0,0.0884
50.88,0.0,0.1175
42.67,0.0,0.1088
52.04,0.0,0.0568
34.25,0.0,0.0783
54.0,0.0,0.0603
46.52,0.0,0.1043
43.7,0.0,0.1022
83.95,0.0,0.0732
117.71,0.0,0.0576
141.13,0.0,0.084
127.51,0.0,0.109
139.35,0.0,0.0474
131.95,0.0,0.1414
143.04,0.0,0.0874
135.77,0.0,0.0957
122.2,0.0,0.1439
132.06,0.0,0.1072
127.4,0.0,0.1101
99.78,0.0,0.0931
75.4,0.0,0.1035
52.19,0.0,0.101
57.26,0.0,0.0738
45.8,0.0,0.0639
59.7,0.0,0.107
36.38,0.0,0.0743
43.3,0.0,0.1203
66.39,0.0,0.0933
40.86,0.0,0.0537
60.01,0.0,0.1269
49.79,0.0,0.074
49.43,0.0,0.0944
97.48,0.0,0.1206
136.36,0.0,0.078
180.67,0.0,0.0798
168.02,0.0,0.1174
171.14,0.0,0.0773
168.0,0.0,0.1156
161.1,0.0,0.0918
171.37,0.0,0.1031
168.68,0.0,0.1079
155.03,0.0,0.0996
178.88,0.0,0.0996
131.18,0.0,0.0998
84.4,0.0,0.0857
52.66,0.0,0.1076
45.81,0.0,0.1115
51.61,0.0,0.1263
61.1,0.0,0.1106
53.19,0.0,0.1359
46.1,0.0,0.13
41.75,0.0,0.1326
44.29,0.0,0.0887
56.5,0.0,0.0762
49.55,0.0,0.0506
54.48,0.0,0.1144
87.76,0.0,0.0508
122.53,0.0,0.0564
174.79,0.0,0.0853
163.53,0.0,0.0739
166.74,0.0,0.121
160.21,0.0,0.0698
162.52,0.0,0.0945
177.17,0.0,0.0526
178.38,0.0,0.1349
178.73,0.0,0.0671
178.76,0.0,0.1753
127.17,0.0,0.1133
95.32,0.0,0.1111
58.42,0.0,0.1182
43.02,0.0,0.0914
51.55,0.0,0.1327
48.98,0.0,0.1029
35.03,0.0,0.1013
52.61,0.0,0.1364
44.28,0.0,0.0561
58.41,0.0,0.089
43.9,0.0,0.0864
52.63,0.0,0.0884
50.9,0.0,0.0679
76.22,0.0,0.0718
127.44,0.0,0.1253
172.86,0.0,0.0923
178.19,0.0,0.0623
170.15,0.0,0.1013
177.25,0.0,0.0903
174.3,0.0,0.1125
174.57,0.0,0.094
174.92,0.0,0.0841
167.8,0.0,0.0674
162.09,0.0,0.1421
142.56,0.0,0.1335
96.15,0.0,0.1274
49.45,0.0,0.1353
54.94,0.0,0.1493
53.18,0.0,0.0744
43.17,0.0,0.1153
47.3,0.0,0.064
60.61,0.0,0.0946
49.96,0.0,0.1075
53.0,0.0,0.0853
60.08,0.0,0.1333
49.93,0.0,0.0778
42.55,0.0,0.0627
90.91,0.0,0.0807
125.53,0.0,0.0534
158.87,0.0,0.058
176.42,0.0,0.1053
167.95,0.0,0.1099
146.12,0.0,0.0932
172.03,0.0,0.1093
172.13,0.0,0.1515
185.61,0.0,0.103
169.97,0.0,0.0876
178.54,0.0,0.1268
135.17,0.0,0.1375
85.28,0.0,0.1419
52.79,0.0,0.1479
48.68,0.0,0.1434
44.5,0.0,0.1296
45.87,0.0,0.1293
44.78,0.02,0.1196
49.92,0.05,0.0648
49.96,0.09,0.0564
45.6,0.08,0.0679
48.33,0.51,0.1099
34.99,0.28,0.0743
41.93,0.85,0.0855
87.66,1.79,0.1191
143.37,2.41,0.1065
175.07,4.87,0.0257
162.18,5.82,0.1003
182.92,2.35,0.0866
169.99,6.84,0.073
160.92,5.77,0.086
169.37,3.11,0.0915
177.88,4.05,0.0718
160.93,1.4,0.1155
161.71,1.31,0.1679
144.45,0.73,0.1421
92.37,0.91,0.068
46.23,0.26,0.1267
49.15,0.26,0.126
52.28,0.09,0.0918
48.45,0.01,0.0832
60.8,0.02,0.1319
50.79,0.1,0.1073
55.31,0.11,0.0876
50.67,0.5,0.1094
49.7,0.47,0.1424
57.14,0.78,0.0918
57.31,1.99,0.0895
64.93,3.39,0.0796
105.85,1.58,0.0697
150.4,9.11,0.1007
130.43,10.01,0.0774
137.63,1.76,0.0978
143.98,8.57,0.127
125.13,13.75,0.1129
131.01,5.0,0.0677
121.42,6.01,0.0714
134.84,6.65,0.1408
137.08,4.8,0.1108
111.15,2.52,0.1233
90.59,1.8,0.099
50.51,0.59,0.1349
40.78,0.51,0.166
42.95,0.12,0.1206
43.9,0.06,0.1298
51.66,0.05,0.1407
68.8,0.15,0.1468
49.42,0.31,0.0826
60.99,0.46,0.1048
49.09,1.11,0.1215
40.71,2.86,0.1243
43.47,4.35,0.0717
72.17,2.69,0.0635
105.02,8.25,0.0757
137.24,11.76,0.0723
128.73,14.89,0.0753
140.32,19.95,0.0958
142.38,17.98,0.0761
131.89,6.28,0.1334
141.35,15.02,0.0895
118.46,6.87,0.0897
115.13,7.23,0.0804
140.66,6.2,0.1452
102.62,3.39,0.0846
95.63,2.8,0.1304
49.26,1.33,0.137
42.0,0.69,0.046
63.49,0.18,0.0842
55.25,0.04,0.1043
62.39,0.02,0.1571
45.31,0.03,0.0954
52.92,0.28,0.0871
43.0,0.78,0.0758
36.03,1.42,0.0706
55.94,1.53,0.0697
46.35,3.98,0.0656
82.03,9.79,0.0625
118.89,14.74,0.0618
171.46,7.0,0.0708
170.51,9.42,0.1061
166.13,25.28,0.0575
164.61,28.46,0.0735
176.13,24.09,0.0815
150.14,19.02,0.0997
175.05,10.42,0.0858
173.72,13.74,0.1616
160.16,9.01,0.1284
114.53,6.16,0.1414
94.71,2.25,0.125
40.61,0.91,0.1548
62.59,0.97,0.0904
66.94,0.41,0.1031
53.41,0.17,0.0934
49.19,0.09,0.1055
48.25,0.14,0.1445
36.35,0.55,0.1548
47.71,0.71,0.1185
46.33,1.25,0.0873
44.91,3.06,0.1136
53.13,3.33,0.1195
91.05,12.5,0.1099
136.29,18.07,0.0764
166.45,7.89,0.0778
174.82,26.22,0.066
170.06,33.06,0.0795
174.77,11.37,0.0698
169.38,26.25,0.093
184.22,11.67,0.0992
150.47,23.49,0.0834
175.0,6.14,0.1769
176.85,12.33,0.1213
119.87,6.46,0.1494
104.6,0.3,0.1491
50.18,2.22,0.1683
49.0,1.2,0.0964
52.97,0.56,0.1035
57.1,0.2,0.0686
51.06,0.09,0.0694
50.81,0.27,0.0798
56.7,0.48,0.096
57.75,1.35,0.0923
52.69,2.18,0.1692
37.62,1.67,0.0983
41.85,9.1,0.1068
98.68,10.41,0.0841
127.78,21.29,0.047
165.21,19.08,0.0879
173.52,31.71,0.0422
172.53,2.06,0.0812
168.25,35.44,0.106
175.95,35.4,0.08
159.86,16.68,0.1047
156.14,29.1,0.09
182.02,11.91,0.0822
161.02,6.21,0.1262
118.2,6.52,0.1433
87.39,4.36,0.1452
49.76,2.46,0.1138
46.17,1.31,0.0648
48.17,0.23,0.1194
38.63,0.09,0.1457
55.71,0.06,0.077
37.76,0.19,0.1496
50.18,0.85,0.0484
51.87,1.39,0.1046
55.19,1.75,0.1106
51.82,6.47,0.1225
41.29,9.33,0.094
86.71,3.76,0.0724
124.37,22.06,0.0841
157.42,10.04,0.0635
173.48,38.64,0.0328
163.95,41.64,0.0797
171.19,26.47,0.1022
169.11,31.01,0.1204
160.91,37.53,0.0877
160.38,23.53,0.142
167.32,23.72,0.1057
159.49,5.5,0.126
137.91,5.45,0.1359
100.76,5.97,0.1205
56.26,3.68,0.1176
52.79,1.69,0.1581
50.49,0.55,0.0747
41.62,0.3,0.1151
56.62,0.15,0.0641
60.97,0.34,0.0602
47.28,0.55,0.0986
49.71,1.94,0.0816
43.54,0.3,0.1419
47.35,7.72,0.0795
39.94,6.78,0.111
87.69,11.43,0.0819
133.46,28.56,0.0499
172.6,9.66,0.0366
172.01,21.25,0.0485
150.47,53.7,0.094
170.38,34.66,0.1299
174.91,30.35,0.0719
169.93,45.58,0.1209
179.08,29.59,0.1006
169.2,16.39,0.0833
173.18,15.24,0.1229
121.98,10.0,0.157
94.69,7.66,0.1174
56.29,3.76,0.1407
44.29,1.53,0.127
38.56,0.54,0.125
46.39,0.24,0.094
42.01,0.12,0.1222
54.79,0.3,0.0686
46.09,0.33,0.109
55.75,1.34,0.1291
37.49,3.35,0.1351
43.37,4.02,0.0598
43.89,4.76,0.0937
80.21,22.78,0.063
89.39,33.09,0.0835
131.8,24.28,0.1287
131.08,34.57,0.1046
136.89,41.16,0.0695
134.4,32.68,0.0722
126.36,36.37,0.0952
115.93,43.07,0.1021
127.83,35.7,0.1085
123.87,24.7,0.0727
124.33,9.61,0.1641
100.12,11.01,0.1697
84.54,8.19,0.1313
39.85,2.66,0.0982
35.16,2.14,0.1036
45.36,0.63,0.0937
47.77,0.21,0.0883
47.24,0.12,0.0941
44.72,0.49,0.1157
48.04,1.08,0.1032
51.72,1.54,0.1329
43.02,3.9,0.0519
58.02,6.81,0.0638
